"number","title","pageid","namespace","length","touched","Wikidata"
"419","Haukilahden_vesitorni","261015","","12883","20241112150230","Q4992954"
"420","Nokia_3310","261276","","4359","20241215080910","Q219691"
"421","Revolutions","263265","","6612","20241117011800","Q11857913"
"422","Finlandia-ajo","266070","","7611","20240505154150","Q3072631"
"423","Terttu_Savola","266213","","10474","20240523211625","Q7705286"
"424","Need_for_Speed:_Carbon","266485","","16906","20240226091553","Q219795"
"425","Nokia_3220","267425","","2838","20221022003720","Q968872"
"426","Herukkapuro","270687","","4954","20240703183447","Q11862471"
"427","Espoon_Suunta","272250","","2095","20240314145124","Q5399067"
"428","Kelloseppäkoulu","275154","","7173","20250301160438","Q18659971"
"429","Informaatioverkostojen_tutkinto-ohjelma","275576","","7251","20221009011638","Q56398811"
"430","Tapiolan_Kamarikuoro","276124","","2955","20230330081744","Q11896488"
"431","Aalto-yliopiston_urheiluseura","277372","","3492","20241112090452","Q4412791"
"432","Tapiolan_kuoro","279661","","3136","20220721032740","Q10690959"
"433","Emma_(taidemuseo)","280501","","18158","20250118063256","Q4349514"
"434","Marketta_Kokkonen","285245","","9225","20250227135524","Q6770962"
"435","Tapiolan_kirjasto","285500","","4799","20240614133513","Q11896489"
"436","Osvald_Wasastjerna","285642","","2402","20240111165203","Q11885957"
"437","Pihlajarinne","288731","","946","20241215094130","Q10659030"
"438","Espoon_betoniporsaat","291073","","3565","20240228074709","Q11858799"
"439","FC_Hongan_kausi_2006","293861","","12923","20220802155937","Q11859283"
"440","Espoonlahden_kirkko","293882","","16454","20250227013126","Q11858815"
"441","Leppävaaran_kirkko","293890","","2474","20220818194225","Q11875619"
"442","Nokia_3230","295420","","2296","20250203230257","Q844842"
"443","Mårten_Mickos","295665","","6827","20241009235243","Q330874"
"444","Kilonpuiston_koulu","296207","","3129","20250207163935","Q11871452"
"445","FC_Hongan_kausi_2007","297007","","12657","20220802155949","Q11859282"
"446","Espoonlahden_lukio","297064","","22296","20241008192449","Q11858817"
"447","Uinnin_pitkän_radan_Suomen-mestaruuskilpailut_2006","297242","","9459","20240329170202","Q11899364"
"448","Nokia_N93","298067","","2910","20240826132022","Q1651194"
"449","Reino_Hirvonen","298768","","4815","20241112153359","Q4357658"
"450","Nokia_N91","299306","","2997","20221022032557","Q1643372"
"451","Metropolia-ammattikorkeakoulu","299673","","15608","20240916132013","Q5710515"
"452","Forsmarkin_ydinvoimalaitos","301344","","6510","20241111183248","Q1575435"
"453","Kuitinmäki","301609","","9713","20250301111051","Q11873172"
"454","Wilhelm_Wahlforss","302122","","5186","20230628083636","Q4103113"
"455","Jan_Söderlund","302247","","6964","20250228054339","Q11865871"
"456","Markku_Markkula","302338","","7826","20250225114920","Q16986543"
"457","Impi_Muroma","302730","","5335","20241128223614","Q11864788"
"458","Nokia_N77","302806","","2131","20250203231009","Q742910"
"459","Nokia_E90_Communicator","303230","","4806","20241019030532","Q930359"
"460","Maria_Jungner","303237","","6497","20241116083020","Q11880881"
"461","Nokia_E61","303283","","2567","20221022023536","Q1824546"
"462","Mikko_(minitietokone)","304830","","2101","20230824081004","Q12206404"
"463","Teatteriyhdistys_Palokärki","305298","","6331","20220721071904","Q11896705"
"464","Simo_Paavilainen","305357","","2050","20240613204819","Q7518077"
"465","Antti-Matti_Siikala","305392","","1644","20241111181717","Q11852034"
"466","Oskarshamnin_ydinvoimalaitos","306947","","6263","20250316113109","Q1539046"
"467","Nokia_Communicator","307528","","1991","20230127130251","Q1995636"
"468","Espoon_kaupunginvaltuusto","307963","","8905","20250418060618","Q11858804"
"469","Uinnin_pitkän_radan_Suomen-mestaruuskilpailut_2007","308013","","9132","20240329170154","Q11899366"
"470","Nokia_1600","308070","","6631","20221211231749","Q1611694"
"471","Söderskog","308149","","7257","20241113071710","Q11895806"
"472","Hiidenkallion_tunneli","308192","","2083","20241112152750","Q11862557"
"473","Kasavuori_(Soukka)","308361","","1647","20250418162400","Q11870242"
"474","Tieto-Tapiola","308445","","3234","20241113080345","Q5494009"
"475","Nokia_9210i_Communicator","308710","","1303","20200930060804","Q3055584"
"476","Eero_Byckling","308783","","9691","20250226213520","Q11856708"
"477","Ämmässuon_jätteenkäsittelykeskus","309245","","3549","20240313105512","Q18663141"
"478","Nokia_6110_Navigator","309419","","1931","20221022011227","Q2310335"
"479","Nokia_DX_200","309490","","2157","20220301114705","Q3316100"
"480","Kaisa_Raatikainen","311452","","5011","20230310155741","Q11869015"
"481","Teatteri_Hevosenkenkä","311549","","1472","20250204042309","Q11896692"
"482","Nokia_RinGo","312018","","4013","20241107153414","Q3877875"
"483","Henrik_Ryti","312312","","3129","20241113043517","Q11862338"
"484","Jaakko_Laapotti","314656","","1504","20221009150203","Q11865499"
"485","M/T_Tupavuori","315201","","2605","20241126234909","Q11880242"
"486","Jouni_J._Särkijärvi","315977","","3963","20250315154223","Q11867229"
"487","WeeGee-talo","316588","","3521","20240614133538","Q4357337"
"488","Espoon_kulttuurikeskus","316607","","4950","20231108051650","Q4357765"
"489","Glims","316830","","3718","20241108014733","Q11860518"
"490","Aalto-yliopisto","317133","","27416","20250426150046","Q300980"
"491","Nokia_N80","317801","","2722","20230222063045","Q5289407"
"492","&_(teatteri)","319333","","4361","20241229114705","Q11858785"
"493","Espoon_kyläjako","320632","","3501","20241112131942","Q5393925"
"494","Wärtsilä_Meriteollisuus","320756","","9668","20240520183700","Q7224811"
"495","Johanna_Karimäki","321182","","6579","20241128222518","Q6216388"
"496","Nokia_N92","321307","","1686","20230920163338","Q1778974"
"497","Nokia_N90","321326","","2812","20240513220931","Q1651067"
"498","Nokia_N71","321752","","1818","20250203232637","Q1650835"
"499","Nokia_N76","321756","","1991","20250203232639","Q1750122"
"500","Nokia_N72","321773","","2137","20250203232641","Q1647192"
"501","Sanna_Aunesluoma","322136","","5221","20241128220926","Q11892381"
"502","Katja_Taimela","322341","","6500","20241128225017","Q5413287"
"503","Jukka_Mäkelä_(kaupunginjohtaja)","325555","","6104","20250206004056","Q6305504"
"504","Raimo_Hämäläinen","325769","","2162","20250123103600","Q5489903"
"505","Nokia_6233","326179","","2676","20221229173104","Q1650120"
"506","Juurijuhla","329335","","1547","20201212084118","Q5401359"
"507","Bastvikin_kartano","329714","","865","20240614133426","Q5473680"
"508","Gumbölen_kartano","329726","","2711","20240614133416","Q11860732"
"509","Ursula_Ranin","330019","","1574","20231007213807","Q11899677"
"510","Lauri_Kivekäs_(vuorineuvos)","331152","","3598","20241112184946","Q6501401"
"511","Lahnuksen_rautatie","331693","","7480","20240913201625","Q11874407"
"512","Reino_Rossi","331794","","1998","20230926154550","Q5488754"
"513","Olli_Lounasmaa","332444","","5593","20231101164643","Q2757755"
"514","Metsä_Board_Tako","333015","","8982","20250330093836","Q11882282"
"515","Nokia_E61i","334045","","2194","20230908053302","Q3342837"
"516","Nokian_tehdasrata","335037","","6864","20250125210948","Q11884680"
"517","Klaus_Waris","335224","","4867","20241113103833","Q11871974"
"518","Arto_Karila","335613","","3160","20240707150157","Q11852810"
"519","Hannu_Kari","335620","","1783","20221007031550","Q16299675"
"520","Sanomalaite_M_90","335624","","5402","20241119171741","Q7418890"
"521","Raimo_Kantola_(professori)","335628","","3563","20250416121500","Q11889787"
"522","Olavi_Lindblom","336335","","18523","20240501155955","Q17382223"
"523","Esse","337164","","2020","20230928070521","Q5488639"
"524","Mikko_Laaksonen","337547","","7413","20250217041258","Q11882738"
"525","Villa_Elfvik","338094","","5954","20230904182031","Q4348460"
"526","Alskär","338913","","1411","20231212024125","Q24340297"
"527","Kilon_turverata","339026","","7637","20241112183906","Q18660029"
"528","Jalmar_Castrén","339174","","13197","20241112115207","Q4808689"
"529","Humalamäen_erikoiskoe","341657","","6629","20231212063100","Q18659184"
"530","Seppo_Sutela","341691","","951","20231009175805","Q11893034"
"531","Lepuski","343890","","1548","20231029213025","Q56398824"
"532","Risto_Siilasmaa","344379","","10161","20240507112251","Q5492733"
"533","Move66_ja_Move67","344671","","8130","20220206071943","Q11883296"
"534","Metsä_Board_Simpele","344869","","19130","20250227214259","Q11882281"
"535","Rastaalan_koulu","345159","","1778","20240522132816","Q18661631"
"536","Timo_Ihamuotila","348173","","4407","20230827141440","Q14090209"
"537","Heikki_Niskakangas","349854","","3707","20241113003329","Q16989418"
"538","Sellon_kirjasto","350112","","8023","20240906111858","Q11892918"
"539","Trans_Tech","350539","","737","20201211122910","Q18689244"
"540","Espoon_Honka","350800","","3287","20241006083935","Q1627132"
"541","MIKES-Aalto_Mittaustekniikka","354073","","633","20140630084703","Q5481373"
"542","Helsingin_temppeli","354261","","3243","20241029050839","Q2603891"
"543","Kalle_Kauppi","354565","","7007","20241128222554","Q18331084"
"544","O._W._Louhivuori","356307","","7988","20230611160514","Q4356834"
"545","Hanasaari_(Espoo)","356597","","1961","20230410232031","Q18658844"
"546","Espoon_käräjäoikeus","358619","","3039","20220802072554","Q11858805"
"547","Jessi_Frey","358951","","2323","20231007221030","Q6187043"
"548","Säterinmetsä","359387","","1112","20240817100647","Q5392302"
"549","Leonard_Hjelmman","360636","","4963","20220929104103","Q5399151"
"550","Timo_Korvenpää","362614","","4486","20221012034047","Q14090201"
"551","Nokia_E60","367922","","1812","20221022023439","Q371350"
"552","Tieto_Keilalahti_Campus","370385","","14576","20250214151531","Q7048051"
"553","Lippajärvi_(järvi)","371968","","3332","20220819050802","Q24356918"
"554","Seututie_114","374265","","1454","20200717090809","Q18691149"
"555","Gallen-Kallelan_Museo","374972","","5326","20230321205333","Q1636905"
"556","Jalmari_Torikka","375205","","3400","20241128225145","Q16363330"
"557","Vilhelm_Helander","378377","","13903","20250317071828","Q7930177"
"558","Jukka_Vieno","379669","","6787","20240821040038","Q6305539"
"559","Peter_Lund","379855","","5372","20240106141639","Q11887721"
"560","Matti_Kalliokoski","381198","","3762","20240604215248","Q11881588"
"561","Yhdystie_1130","382858","","1600","20230117135122","Q5487313"
"562","Ämmässuo","383544","","4283","20241222083401","Q14907482"
"563","Alcatel-Lucent","390392","","3442","20230312064100","Q509404"
"564","Nils_Erik_Wickberg","392608","","5509","20240831115530","Q16650595"
"565","Westendin_Linja","393019","","2770","20240716080034","Q11902352"
"566","Dm3_ja_Dm4","393233","","3581","20231221192322","Q2637740"
"567","Espoon_kartano","393533","","4266","20250227013118","Q276946"
"568","Kuusisaarentie","394697","","6396","20241112200058","Q18663021"
"569","Espoon_kaupunginmuseo","394990","","6567","20240614133535","Q11858803"
"570","Aulis_Junes","396031","","7256","20240815091918","Q11853444"
"571","Martti_Paavola_(sähkötekniikan_professori)","396521","","2331","20200708020336","Q11881325"
"572","Nokia_6290","397826","","1806","20221022012728","Q2455402"
"573","Espoo_Ciné","401427","","4789","20250321004702","Q5399062"
"574","Mainingin_koulu","402224","","3880","20240828124222","Q11880580"
"575","Matalajärvi_(Espoo)","402585","","3048","20240305223529","Q11881431"
"576","Nokia_3510i","403303","","2847","20230807151423","Q2020407"
"577","Kivenlahti_Rock","408806","","5641","20250113160417","Q11871869"
"578","Paavo_Rantanen","413198","","4634","20241113034407","Q4348163"
"579","Bernhard_Wuolle","414943","","5608","20240915075140","Q6247854"
"580","Maemo","415355","","3907","20240828094926","Q239749"
"581","Terhi-perämoottori","420844","","10269","20240404190033","Q18689224"
"582","Espoon_seurakuntayhtymä","421706","","5127","20250425054740","Q11858811"
"583","Tapiolan_kaavoitus","421948","","8298","20241113073401","Q11896490"
"584","Yrjö_Jahnsson","423131","","11563","20240611010051","Q11903003"
"585","Nokia_6300","423784","","1832","20221022012825","Q1612654"
"586","Nokia_E50","424304","","2035","20221022023103","Q1780607"
"587","Marjorie_Scardino","424501","","3365","20231007232437","Q534920"
"588","Nokia_7610","425600","","1701","20221022015824","Q1907088"
"589","Seppo_Mustonen","426399","","5361","20240211161242","Q11892996"
"590","Jukojärvi","429020","","1537","20240906231102","Q11867826"
"591","Raimo_Matikainen","430215","","1007","20240828014530","Q11889798"
"592","Peter_Tallberg","430813","","5198","20250222171630","Q3369947"
"593","Espoon_Palloseura_(jääkiekko)","431943","","4205","20241102192441","Q3058491"
"594","Espoon_VPK","432109","","5264","20240926122402","Q11858797"
"595","Espoon_ruotsalainen_seurakunta","432418","","4291","20241221095849","Q5392861"
"596","Metsä_Board_Äänekoski","433491","","9851","20250227214235","Q11882280"
"597","Metsä_Board_Kemi","433526","","3147","20241214175441","Q11882275"
"598","Metsä_Board_Kyro","433541","","11075","20240706050023","Q11882276"
"599","Kari_Smolander","433622","","5758","20240611171209","Q11869996"
"600","Nokia_N73","438299","","2519","20221022030443","Q1076461"
"601","Oriola","438489","","8058","20250425113759","Q4045984"
"602","Stig_Jaatinen","439457","","2776","20231007234330","Q11894459"
"603","Antero_Jahkola","439461","","1132","20230427002219","Q11851895"
"604","Kuninkaantien_lukio","439770","","8882","20221120153758","Q18660278"
"605","Nokia_N81","440635","","2975","20221022031708","Q2079341"
"606","Lauri_Kantola","443547","","4408","20241128222506","Q11875048"
"607","Tapiolan_urheiluhalli","445431","","1535","20240314144647","Q18662294"
"608","Porvarillisen_Työn_Arkisto","445574","","2996","20240917120906","Q11888754"
"609","Union","446535","","6656","20250228191020","Q11899536"
"610","Velskolan_Pitkäjärvi","446611","","1802","20241228163127","Q11900870"
"611","Nokia_5300","449363","","2002","20221022005451","Q1636365"
"612","Move4","450648","","3619","20220209141447","Q11883297"
"613","Helmet-kirjasto","453270","","10017","20240921155041","Q11861998"
"614","Espoon_kaupunginkirjasto","454266","","13785","20240922191444","Q11858802"
"615","Entressen_kirjasto","454488","","3388","20230821030935","Q5391523"
"616","Ramboll_Finland","456458","","30975","20241116134901","Q30285138"
"617","Espoon_Jäätaiturit","457509","","5442","20241103214432","Q11858786"
"618","Kristian_Lumijärvi","458571","","1652","20240704091320","Q11873031"
"619","Kari_Stadigh","459143","","5006","20250304013101","Q6186459"
"620","Kirkkojärvi_(Espoo)","460309","","3944","20230320212512","Q11871703"
"621","Mikael_Frisk","460338","","864","20231008000630","Q11882636"
"622","Pitkäjärvi_(Espoo)","460876","","6447","20241207180633","Q10572693"
"623","Nuuksion_Pitkäjärvi","460896","","5318","20241208091604","Q5474841"
"624","Espoonlahti_(lahti)","460909","","3541","20241222170420","Q18658746"
"625","Kaarlo_af_Heurlin","461717","","2364","20241112152439","Q11868809"
"626","Olli_Simula","461759","","1297","20240228020709","Q11885460"
"627","Maj-Len_Grönholm","463634","","2396","20240222082710","Q4356048"
"628","Teknillisen_fysiikan_laitos","464012","","2375","20230117081050","Q116233416"
"629","Matti_Pursula","464945","","1265","20221019154404","Q11881678"
"630","Nokia_7900","466914","","1306","20221022020200","Q2310395"
"631","Johan_Gullichsen","468703","","8333","20231230172744","Q6215097"
"632","Fredrik_Castrén","470303","","1314","20230328042637","Q11860020"
"633","Otaniemen_Kappelikuoro","472374","","622","20230909035012","Q5493170"
"634","Åbergin_Linja","472507","","6379","20250322090135","Q11903294"
